id,work_title,composer,part_name,voice_type_primary,specialization,part_tier,category,created_at
046e9ba7-57dc-4d78-a7c3-113c24b2c1f7,The Legend of Saint Elisabeth,Franz Liszt,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-27 19:55:04.175513
04a2c11a-9dee-4ecb-9fd5-26677ecebfaf,The Kingdom Op 51,Edward Elgar,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:53:06.44092
04f1b937-714c-4269-9b45-95750b07f1af,L'elisir d'amore,Gaetano Donizetti,Doctor Dulcamara,bass,buffo_bass,secondary,opera,2026-04-26 18:55:25.267066
05013ca5-d44b-404f-b8bb-a9b779d43750,La Traviata,Giuseppe Verdi,Violetta Valery,soprano,lyric_spinto_soprano,lead,opera,2026-04-26 18:48:43.492581
051a269b-4583-49f3-aab5-738af4e99751,The Rake's Progress,Igor Stravinsky,Tom Rakewell,tenor,lyric_tenor,lead,opera,2026-04-26 20:26:11.596639
052f126f-3750-446f-b0b9-768f50621e4d,Herodiade,Jules Massenet,Herodias,mezzo_soprano,dramatic_mezzo,lead,opera,2026-04-26 20:26:11.596639
05abdadf-9160-4e39-8ed3-cba819787204,Andrea Chenier,Umberto Giordano,Madelon,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 19:01:41.337283
05b9633b-99a8-4673-b299-a47108ec6ab7,Stabat Mater,Gioachino Rossini,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-26 20:28:53.719839
05d636e9-8290-4d52-800a-55eb158aad3f,Oedipus Rex,Igor Stravinsky,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-27 19:53:06.44092
0653929b-7ef6-4bd0-94d5-8c71002014a8,The Rake's Progress,Igor Stravinsky,Trulove,bass,lyric_bass,secondary,opera,2026-04-26 20:26:11.596639
06845777-95bb-4d87-b40a-5c2639cd69aa,Falstaff,Giuseppe Verdi,Mistress Quickly,mezzo_soprano,dramatic_mezzo,secondary,opera,2026-04-26 18:57:01.888083
06ea9af6-23f9-44af-9e10-82804b350639,Anna Bolena,Gaetano Donizetti,Anna Bolena,soprano,lyric_spinto_soprano,lead,opera,2026-04-26 20:20:59.436774
0704ce3b-af03-439b-949b-afaf1df399fa,Alexander Nevsky Op 78,Sergei Prokofiev,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,symphonic,2026-04-27 19:55:04.175513
072484de-4b63-441f-9f10-8007f74a8d42,Adriana Lecouvreur,Francesco Cilea,Jouvenot,soprano,soubrette,small,opera,2026-04-26 19:01:41.337283
0729b74d-d43c-4cda-ba83-c5f9848f3917,Don Quichotte,Jules Massenet,Garcias,soprano,soubrette,small,opera,2026-04-26 20:26:11.596639
0744d28a-9105-49a1-8629-753eb21a18cd,Jeanne d'Arc au Bucher,Arthur Honegger,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:58:58.058831
08f42d16-205b-49c8-83ef-34267b16c69f,Siegfried,Richard Wagner,Mime,tenor,comprimario_tenor,secondary,opera,2026-04-26 20:22:59.252405
09472472-dfa8-4330-a29a-f38e94ff9153,Ascension Oratorio BWV 11,Johann Sebastian Bach,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:55:04.175513
09672c83-4a45-437a-bcec-d7e517ff21ff,The Damnation of Faust,Hector Berlioz,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
097e9fb3-77b4-443c-8dc3-0cb658e25866,Semele,George Frideric Handel,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 19:55:04.175513
09d7ad02-8e30-4e3b-8634-bf3f502173a2,La Traviata,Giuseppe Verdi,Giorgio Germont,baritone,lyric_baritone,lead,opera,2026-04-26 18:48:43.492581
0a58f6aa-282a-49e0-8f04-43ba14882d8e,Manon Lescaut,Giacomo Puccini,Edmondo,tenor,comprimario_tenor,small,opera,2026-04-26 18:57:01.888083
0a74dafa-f240-44a9-b826-ccd87685a5b7,Lulu,Alban Berg,Schigolch,bass,lyric_bass,secondary,opera,2026-04-26 20:26:11.596639
0ae18d2d-4678-41f4-ace4-6d6708d6e448,Mass in F minor Op 130,Anton Bruckner,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:56:19.320672
0bba20f1-9c4c-4657-a74b-7bfccc094d3c,Pelleas et Melisande,Claude Debussy,A Doctor,bass,comprimario_bass,small,opera,2026-04-26 20:22:59.252405
0bbc5dae-f620-4a89-86a8-ad3adc9c0b27,Mass in G major D 167,Franz Schubert,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-27 19:56:19.320672
0c084d87-619f-46dc-b2de-63da2d3f4b7c,Symphony No 14,Dmitri Shostakovich,Bass Solo,bass,concert_solo,lead,symphonic,2026-04-27 19:51:55.063557
0c4b8e6e-47a4-4ed4-8415-c77e898f555f,Rigoletto,Giuseppe Verdi,Matteo Borsa,tenor,comprimario_tenor,small,opera,2026-04-26 18:54:05.133147
0c4d2c57-4c7a-424d-8306-d8112ff8b05f,Boris Godunov,Modest Mussorgsky,Xenia,soprano,soubrette,small,opera,2026-04-26 19:01:41.337283
0c76c228-28fe-4945-b329-918b458dc054,Il Barbiere di Siviglia,Gioachino Rossini,Fiorello,baritone,comprimario_baritone,small,opera,2026-04-26 18:54:05.133147
0c8366e5-875c-408a-a6ac-21f4ba715ce3,Requiem Op 9,Gabriel Durufle,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
0c8aaf44-d1ef-465d-96ee-50a1bc1f2eac,Rigoletto,Giuseppe Verdi,Giovanna,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 18:54:05.133147
0caeb9ae-0186-4a5a-89d3-a8302d00dbd2,Peter Grimes,Benjamin Britten,Ellen Orford,soprano,lyric_spinto_soprano,lead,opera,2026-04-26 20:26:11.596639
0d014376-f7af-492c-8a31-4ea05879d667,L'Allegro il Penseroso ed il Moderato,George Frideric Handel,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:53:06.44092
0d7a82bf-df2b-40c6-b61e-0b934afbf5fd,Luisa Miller,Giuseppe Verdi,Luisa,soprano,lyric_soprano,lead,opera,2026-04-26 19:01:41.337283
0dc2eb63-6abe-4967-8099-512f804f02f4,Requiem,Andrew Lloyd Webber,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:58:58.058831
0de47bf7-3974-47e7-80a1-fdd21b45ac0e,L'elisir d'amore,Gaetano Donizetti,Adina,soprano,lyric_coloratura_soprano,lead,opera,2026-04-26 18:55:25.267066
0df2f9f6-1356-4261-9723-a6629e233077,Adriana Lecouvreur,Francesco Cilea,Abbe de Chazeuil,tenor,comprimario_tenor,small,opera,2026-04-26 19:01:41.337283
0e2b7f38-e7a1-4ac4-8d92-721de8e60e24,The Kingdom Op 51,Edward Elgar,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 19:53:06.44092
0e60a398-332c-49c2-ba46-bbc87dfffa29,Lady Macbeth of Mtsensk,Dmitri Shostakovich,Sergei,tenor,lyric_tenor,lead,opera,2026-04-26 20:26:11.596639
0e6a2ad6-9597-4c7c-aa01-93d4e04d3695,Herodiade,Jules Massenet,Salome,soprano,lyric_soprano,lead,opera,2026-04-26 20:26:11.596639
0eee40c9-409a-4ed7-8a01-05310dbac373,Luisa Miller,Giuseppe Verdi,Federica,mezzo_soprano,lyric_mezzo,secondary,opera,2026-04-26 19:01:41.337283
0f2a65d1-e945-47da-af3c-9329b0dd0f88,Andrea Chenier,Umberto Giordano,Bersi,mezzo_soprano,lyric_mezzo,secondary,opera,2026-04-26 19:01:41.337283
0f86349d-b4aa-446b-8244-dbdd4cdf3a01,Easter Oratorio BWV 249,Johann Sebastian Bach,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
0f88c496-7165-450c-9d9f-c7766ce98077,La Sonnambula,Vincenzo Bellini,Amina,soprano,lyric_coloratura_soprano,lead,opera,2026-04-26 18:58:46.291908
0f999e41-5e39-41d4-8c71-dc35d6406f67,Le Nozze di Figaro,Wolfgang Amadeus Mozart,Cherubino,mezzo_soprano,lyric_mezzo,secondary,opera,2026-04-26 18:48:43.492581
0fa079b4-0319-4a7b-a2f1-792552584e2e,Symphony No 8 Symphony of a Thousand,Gustav Mahler,Soprano Solo,soprano,concert_solo,lead,symphonic,2026-04-26 20:28:53.719839
0fc18cdf-9b6b-4261-9154-1b4deba27bfc,L'Italiana in Algeri,Gioachino Rossini,Isabella,mezzo_soprano,lyric_coloratura_mezzo,lead,opera,2026-04-26 20:20:59.436774
0fcaef8f-60f3-4dd3-8404-f785fbb89cbc,Lulu,Alban Berg,The Painter,tenor,lyric_tenor,secondary,opera,2026-04-26 20:26:11.596639
0ff30d94-1a4b-484b-a55b-880a476959ee,Messiah,George Frideric Handel,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-26 20:28:53.719839
1003814f-c50e-44b6-a9e0-7060b3f7eb41,Faust,Charles Gounod,Marthe,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 18:55:25.267066
1092c252-31f0-4dfb-ae4d-540dc2884c37,Chichester Psalms,Leonard Bernstein,Soprano Solo,soprano,concert_solo,lead,symphonic,2026-04-27 19:55:04.175513
10955190-6df5-44de-a563-c6cab1b1bc74,Symphony No 2 Lobgesang,Felix Mendelssohn,Soprano Solo,soprano,concert_solo,lead,symphonic,2026-04-27 19:51:55.063557
10992052-2b47-46ef-9f97-2c9ed05f54df,Requiem,Andrew Lloyd Webber,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-27 19:58:58.058831
10b21836-f919-411e-9f0d-f10fee3cf7c7,Scenes from Goethe's Faust,Robert Schumann,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
11752cfd-74ea-45d5-8d4c-544282285cdb,The Armed Man A Mass for Peace,Karl Jenkins,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-27 19:58:58.058831
11a4f015-2865-456d-a4e6-f03ccefa5161,Manon,Jules Massenet,Poussette,soprano,soubrette,small,opera,2026-04-26 18:58:46.291908
11ddb7ac-2061-42be-b85c-4dc8b21d338b,Il Barbiere di Siviglia,Gioachino Rossini,An Officer,bass,comprimario_bass,small,opera,2026-04-26 18:54:05.133147
11e1088e-f71d-4974-9dc6-e5b805fa68ee,A German Requiem,Johannes Brahms,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-26 20:28:53.719839
1252a4a0-76e9-4bde-80e8-2d043c02f1e8,Les Pecheurs de Perles,Georges Bizet,Nadir,tenor,lyric_tenor,lead,opera,2026-04-26 20:20:59.436774
1270bcc5-edf7-4812-aca5-0076bc67d3fe,The Rake's Progress,Igor Stravinsky,Sellem,tenor,comprimario_tenor,small,opera,2026-04-26 20:26:11.596639
12f2e94a-3286-4aad-9f1a-8c0a0654291c,Mass in F minor Op 130,Anton Bruckner,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 19:56:19.320672
13491b4d-0193-4eb7-80e7-2566316f58d4,Requiem Op 48,Gabriel Faure,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-26 20:28:53.719839
137e65ea-f027-4d47-8af7-f4033a7e76d3,Das Rheingold,Richard Wagner,Wotan,baritone,dramatic_baritone,lead,opera,2026-04-26 20:22:59.252405
13e79ff6-ce8d-445c-859b-f52840006ae7,Lobgesang Op 52,Felix Mendelssohn,Soprano Solo,soprano,concert_solo,lead,symphonic,2026-04-27 19:56:19.320672
13f7173f-7c84-4eac-a0b6-cbe3788720c4,Il Tabarro,Giacomo Puccini,Giorgetta,soprano,lyric_spinto_soprano,lead,opera,2026-04-26 19:01:41.337283
14387179-de3f-47a5-a4e3-676e8c580d31,Ariadne auf Naxos,Richard Strauss,Harlequin,baritone,lyric_baritone,secondary,opera,2026-04-26 20:20:59.436774
14874a0a-6287-4c68-a923-4c9128818ff3,La Traviata,Giuseppe Verdi,Baron Douphol,baritone,comprimario_baritone,small,opera,2026-04-26 18:48:43.492581
1489380c-da5d-4faa-9c45-c74b59221ff2,The Vision of Saint Augustine,Michael Tippett,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
148f96cd-013e-4d8f-98e3-37f8c2bfeec2,Carmina Burana,Carl Orff,Soprano Solo,soprano,concert_solo,lead,symphonic,2026-04-26 20:30:01.34038
14a1ac8c-55b0-40b7-8e62-54751304fa04,Belshazzar,George Frideric Handel,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
14a4fd73-c77d-43ac-b1db-b35a868b627b,Symphony No 2 Lobgesang,Felix Mendelssohn,Tenor Solo,tenor,concert_solo,lead,symphonic,2026-04-27 19:51:55.063557
154273ab-1119-41ea-a0e2-075f4f7c1d11,Il Tabarro,Giacomo Puccini,Il Talpa,bass,comprimario_bass,small,opera,2026-04-26 19:01:41.337283
15747fd5-ca7f-43a7-a28e-5a0894dc9110,Maria Stuarda,Gaetano Donizetti,Anna Kennedy,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 20:20:59.436774
159e8e4a-1246-4ea6-b5ef-588d40abaecd,Deborah,George Frideric Handel,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
160119ef-e232-4577-a15c-6f975c7aa68b,A Mass of Life,Frederick Delius,Tenor Solo,tenor,concert_solo,lead,symphonic,2026-04-27 19:53:06.44092
161a62d8-1a02-4644-b2cb-fc478f3e129e,La Clemenza di Tito,Wolfgang Amadeus Mozart,Vitellia,soprano,lyric_soprano,lead,opera,2026-04-26 20:26:11.596639
16c55dae-0721-4751-8f7c-0d013f2f383b,Tannhauser,Richard Wagner,Biterolf,bass,comprimario_bass,small,opera,2026-04-26 20:20:59.436774
17099d41-4cd9-4f7a-aac7-8ab295a2ac99,The Queen of Spades,Pyotr Ilyich Tchaikovsky,Prince Yeletsky,baritone,lyric_baritone,secondary,opera,2026-04-26 18:58:46.291908
1737503f-a750-4599-a829-23e0abcc9b1e,War and Peace,Sergei Prokofiev,Field Marshal Kutuzov,bass,lyric_bass,secondary,opera,2026-04-26 20:22:59.252405
174ff13b-4aa0-4f9f-9efd-1b1673b5ef5a,Passio,Arvo Part,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 19:58:58.058831
178d6df0-0407-4c9d-a034-9b9400775f22,Das Rheingold,Richard Wagner,Erda,mezzo_soprano,dramatic_mezzo,secondary,opera,2026-04-26 20:22:59.252405
17a508cb-f6b6-4a04-b4aa-c213b10717b5,A Midsummer Night's Dream,Benjamin Britten,Lysander,tenor,lyric_tenor,secondary,opera,2026-04-26 20:26:11.596639
17d8d83b-10d3-4d40-9786-d13b51f50400,Semiramide,Gioachino Rossini,Semiramide,soprano,lyric_coloratura_soprano,lead,opera,2026-04-26 20:22:59.252405
17dae6ee-1689-4471-ae29-41fb936f8147,Romeo et Juliette Op 17,Hector Berlioz,Bass Solo,bass,concert_solo,lead,symphonic,2026-04-27 19:53:06.44092
18361b8a-bd2c-4bee-b46b-f564e5008e12,Les Pecheurs de Perles,Georges Bizet,Nourabad,bass,lyric_bass,secondary,opera,2026-04-26 20:20:59.436774
1845b55a-41a6-434c-9c9d-16dca590f8a4,Elektra,Richard Strauss,Orest,baritone,dramatic_baritone,secondary,opera,2026-04-26 19:01:41.337283
188c3f78-8f0f-4498-8a6c-05eadae747bb,L'Enfance du Christ,Hector Berlioz,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
190301d3-9ba2-42d5-a1e1-def4f0a8064d,Samson,George Frideric Handel,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
1903df33-cc30-455f-afa0-15c973230dfe,Wozzeck,Alban Berg,Wozzeck,baritone,dramatic_baritone,lead,opera,2026-04-26 20:22:59.252405
194d18cb-f66b-46ab-9159-54d4c3e32751,Giulio Cesare,George Frideric Handel,Curio,bass,comprimario_bass,small,opera,2026-04-26 20:20:59.436774
19520436-a456-4e13-8463-a7af0c5f563d,Belshazzar's Feast,William Walton,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
1960e5cd-41af-4ea9-8219-aa139218b692,Jephtha,George Frideric Handel,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 19:53:06.44092
19997cb3-fef2-442b-9648-d54010d031ea,Lakme,Leo Delibes,Nilakantha,bass,lyric_bass,secondary,opera,2026-04-26 20:22:59.252405
1a3c2329-4b30-4042-907d-c2ed7f2fd845,The Queen of Spades,Pyotr Ilyich Tchaikovsky,The Countess,mezzo_soprano,dramatic_mezzo,secondary,opera,2026-04-26 18:58:46.291908
1aeb9888-15c8-4739-b96f-b8a17389538e,Joshua,George Frideric Handel,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-27 19:55:04.175513
1aefe0fa-2b3b-4e4c-b349-75bb143174de,Eugene Onegin,Pyotr Ilyich Tchaikovsky,Filipyevna,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 18:55:25.267066
1af6ff76-2cf9-4615-a2f9-d97f0b5af66a,Die Meistersinger von Nurnberg,Richard Wagner,Hans Sachs,baritone,lyric_baritone,lead,opera,2026-04-26 20:20:59.436774
1b424cfb-ec1d-4ca2-9388-ed8a66361aca,Esther,George Frideric Handel,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
1b4b2cd9-8026-4662-b1e6-6550fd129ad7,Christus,Franz Liszt,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 19:55:04.175513
1bf969b4-43f8-4134-88b1-33da045d199b,Il Barbiere di Siviglia,Gioachino Rossini,Berta,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 18:54:05.133147
1bfd5a5b-2338-4ed5-aedc-d85e370ca547,Dixit Dominus HWV 232,George Frideric Handel,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 19:58:58.058831
1c05c3f8-8f78-47ee-aaf0-f48963d28b7a,Jenufa,Leos Janacek,The Mayor,baritone,lyric_baritone,small,opera,2026-04-26 19:01:41.337283
1d078e03-84fa-478a-817a-fc71f98f2e4f,Iphigenie en Tauride,Christoph Willibald Gluck,Thoas,bass,dramatic_bass,secondary,opera,2026-04-26 20:26:11.596639
1d387fef-8e69-418e-ae16-0fde44c1d81f,I Puritani,Vincenzo Bellini,Sir George Walton,bass,lyric_bass,secondary,opera,2026-04-26 18:58:46.291908
1d4e00da-cfe4-46b3-9cc2-6aceb535e47e,Die Zauberflote,Wolfgang Amadeus Mozart,Second Lady,mezzo_soprano,lyric_mezzo,secondary,opera,2026-04-26 18:54:05.133147
1d5dde7d-d40d-4862-80f4-52613bd77fe0,Werther,Jules Massenet,Sophie,soprano,soubrette,secondary,opera,2026-04-26 18:57:01.888083
1d70d2a6-dc8c-4b3e-adbe-3e4ee150c7a4,Semiramide,Gioachino Rossini,Oroe,bass,lyric_bass,secondary,opera,2026-04-26 20:22:59.252405
1da2837d-713d-49a6-b842-cb020f0f0aaf,Das Lied von der Erde,Gustav Mahler,Tenor Solo,tenor,concert_solo,lead,symphonic,2026-04-26 20:28:53.719839
1e294c0f-85b8-4b42-9b06-37b6e6791c6e,A Child of Our Time,Michael Tippett,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
1e42561e-f5f3-4459-9af7-4ee098576699,Maria Stuarda,Gaetano Donizetti,Maria Stuarda,soprano,lyric_spinto_soprano,lead,opera,2026-04-26 20:20:59.436774
1e4da85f-b282-423e-8fc8-efa22418cd27,Theodora,George Frideric Handel,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
1e5bda84-c12f-4132-84c7-1e5f853e3a32,Aida,Giuseppe Verdi,Aida,soprano,lyric_spinto_soprano,lead,opera,2026-04-26 18:54:05.133147
1e81f1d2-b3d7-401c-a218-666479e691ad,A Midsummer Night's Dream,Benjamin Britten,Bottom,bass,buffo_bass,lead,opera,2026-04-26 20:26:11.596639
1e8e6ed9-a818-4c60-874e-359404993801,Joshua,George Frideric Handel,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:55:04.175513
1eb0edce-9040-4c98-bbcf-f6169aa44c7f,Hodie,Ralph Vaughan Williams,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
1ec44162-9687-4773-82b5-c50ac0fb3a9d,La Clemenza di Tito,Wolfgang Amadeus Mozart,Tito,tenor,lyric_tenor,lead,opera,2026-04-26 20:26:11.596639
1ed1b87c-9f54-4ba7-841e-44c29dcf13d2,The Dream of Gerontius,Edward Elgar,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
1f1244eb-1807-419b-a4ce-a99b0906b73d,Kaddish Symphony No 3,Leonard Bernstein,Soprano Solo,soprano,concert_solo,lead,symphonic,2026-04-27 19:51:55.063557
1f41baea-c38a-4c69-ad8c-7a683512211d,St Matthew Passion,Johann Sebastian Bach,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-26 20:28:53.719839
1f6beb9f-a40c-4e59-b0da-39bc0665e5fa,La Boheme,Giacomo Puccini,Alcindoro,bass,buffo_bass,small,opera,2026-04-26 18:48:43.492581
1fc12c62-f054-44ee-b952-f0b820cf87ea,Magnificat in D major BWV 243,Johann Sebastian Bach,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
1ffc95ba-737b-4df1-bdc2-0afbf0508800,L'Italiana in Algeri,Gioachino Rossini,Zulma,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 20:20:59.436774
2001291a-59d2-4e25-9af9-b1374056bea5,Lauda Sion,Felix Mendelssohn,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
203a379f-bf20-4dc1-b6b1-d176bb455490,Lakme,Leo Delibes,Frederic,baritone,lyric_baritone,small,opera,2026-04-26 20:22:59.252405
206651bb-86d7-4251-bee9-76a279f15f15,A Mass of Life,Frederick Delius,Soprano Solo,soprano,concert_solo,lead,symphonic,2026-04-27 19:53:06.44092
20879a04-36c7-479f-a675-76b98250e8f6,Nelson Mass,Joseph Haydn,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
20e129fd-9f36-482b-b757-7773bc5a6491,Arabella,Richard Strauss,Matteo,tenor,lyric_tenor,secondary,opera,2026-04-26 20:26:11.596639
2113f816-656a-456e-a3eb-5a5a69c2d095,Passion According to St Luke,Krzysztof Penderecki,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-27 19:58:58.058831
2123612a-1ea3-4208-a15f-a7d45ea8d58d,Don Pasquale,Gaetano Donizetti,Doctor Malatesta,baritone,lyric_baritone,lead,opera,2026-04-26 18:57:01.888083
212f9940-0237-43f7-9b98-c4f4fac07dea,Gotterdammerung,Richard Wagner,Second Norn,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 20:22:59.252405
21349f3e-864b-49bc-8f08-1c0af64a3ff4,Mass,Leonard Bernstein,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 19:58:58.058831
